Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long,dT,bT,aT,Tmax_corr,Tmin_corr,Tdew_corr,AI,Tmax_diff,Tmin_diff,Tdew_diff,Tmax_diff_avg,Tmin_diff_avg,Tdew_diff_avg,ETo_uncor,ETo_corr,ETo_CIMIS,d_ETo,d_ETo_avg,ETo_%_diff,ETo_%_diff_monthly_avg,NDVI,NDVI_interp
2006-09-06,249,2,metric,93624,daily,27.4, ,36.8, ,17.3, ,12.0, ,6.32, ,0.0, ,38.0, ,63.0, ,23.0, ,24.5, ,268.0, ,1.4, ,186.5, ,2.2, ,285,36.336222,-120.11291,5.300000000000001,0.3,2.5,35.959999999999994,16.46,13.96,0.1389637105184754,0.8400000000000034,0.8399999999999999,1.9600000000000009,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.634747870282615,6.293990556219217,6.32,0.3407573140633975,,5.41401057118982,,0.643,0.6260585937500001
2006-09-07,250,2,metric,93624,daily,26.3, ,36.0, ,17.2, ,9.9, ,6.14, ,0.0, ,35.0, ,70.0, ,19.0, ,24.6, ,275.0, ,1.2, ,174.9, ,2.0, ,285,36.336222,-120.11291,7.299999999999999,0.3,2.5,34.56,15.76,13.26,0.1389637105184754,1.4399999999999975,1.4399999999999995,3.3599999999999994,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.431231050233158,5.932723945322361,6.14,0.4985071049107974,,8.402668142073999,,,0.6249306640625
2006-09-08,251,2,metric,93624,daily,22.9, ,32.9, ,14.9, ,10.9, ,5.67, ,0.0, ,47.0, ,70.0, ,26.0, ,24.4, ,276.0, ,1.3, ,211.0, ,2.4, ,285,36.336222,-120.11291,4.0,0.3,2.5,32.45,14.45,11.95,0.1389637105184754,0.4499999999999957,0.450000000000001,1.049999999999999,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.162545599101228,5.952601859861511,5.67,0.2099437392397165,,3.526923926415626,,,0.6238692243303571
2006-09-09,252,2,metric,93624,daily,19.4, ,27.5, ,11.0, ,10.9, ,4.96, ,0.0, ,58.0, ,83.0, ,36.0, ,24.2, ,278.0, ,1.3, ,219.8, ,2.5, ,285,36.336222,-120.11291,0.0999999999999996,0.3,2.5,27.5,11.0,10.9,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.967755670223561,4.967755670223561,4.96,0.0,,0.0,,,0.6228742745535715
2006-09-10,253,2,metric,93624,daily,21.1, ,29.3, ,13.5, ,11.4, ,5.09, ,0.0, ,54.0, ,78.0, ,35.0, ,24.0, ,275.0, ,1.3, ,204.9, ,2.4, ,285,36.336222,-120.11291,2.1,0.3,2.5,29.3,13.5,11.4,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.32906667690224,5.32906667690224,5.09,0.0,,0.0,,,0.6219458147321428
2006-09-11,254,2,metric,93624,daily,23.5, ,32.6, ,14.1, ,10.7, ,5.65, ,0.0, ,44.0, ,69.0, ,27.0, ,23.9, ,266.0, ,1.3, ,183.6, ,2.1, ,285,36.336222,-120.11291,3.4000000000000004,0.3,2.5,32.33,13.83,11.33,0.1389637105184754,0.2700000000000031,0.2699999999999996,0.6300000000000008,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.687104422315746,5.57761381159666,5.65,0.109490610719086,,1.9630367827087487,,,0.6210838448660714
2006-09-12,255,2,metric,93624,daily,25.2, ,35.4, ,15.2, ,11.1, ,5.82, ,0.0, ,41.0, ,67.0, ,21.0, ,23.9, ,263.0, ,1.3, ,175.2, ,2.0, ,285,36.336222,-120.11291,4.1,0.3,2.5,34.92,14.72,12.22,0.1389637105184754,0.4799999999999969,0.4799999999999986,1.1199999999999992,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.022404548820313,5.848521484866727,5.82,0.1738830639535855,,2.973111484731894,,,0.6202883649553571
2006-09-13,256,2,metric,93624,daily,26.6, ,36.2, ,16.8, ,10.3, ,5.87, ,0.0, ,36.0, ,67.0, ,18.0, ,24.0, ,251.0, ,1.3, ,172.7, ,2.0, ,285,36.336222,-120.11291,6.5,0.3,2.5,35.0,15.6,13.1,0.1389637105184754,1.2000000000000028,1.200000000000001,2.8000000000000007,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.130579033771677,5.707642049022833,5.87,0.4229369847488442,,7.410012420474965,,0.674,0.619559375
2006-09-14,257,2,metric,93624,daily,22.7, ,32.2, ,11.8, ,8.6, ,5.96, ,0.0, ,41.0, ,63.0, ,26.0, ,24.0, ,252.0, ,1.1, ,230.1, ,2.7, ,285,36.336222,-120.11291,3.200000000000001,0.3,2.5,31.99,11.59,9.09,0.1389637105184754,0.2100000000000044,0.2100000000000008,0.4900000000000002,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.103005238244898,5.997482903404324,5.96,0.1055223348405736,,1.7594436956323234,,,0.618896875
2006-09-15,258,2,metric,93624,daily,16.1, ,23.9,Y,6.8,Y,4.8, ,5.49, ,0.0, ,47.0, ,74.0, ,29.0, ,23.3, ,279.0,R,0.9, ,286.3, ,3.3, ,285,36.336222,-120.11291,2.0,0.3,2.5,23.9,6.8,4.8,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.07480082033937,5.07480082033937,5.49,0.0,,0.0,,,0.6179697265625
2006-09-16,259,2,metric,93624,daily,16.8, ,24.5, ,8.1,Y,5.1, ,5.6, ,0.0, ,46.0, ,76.0, ,25.0, ,22.6, ,273.0,R,0.9, ,321.1,Y,3.7,Y,285,36.336222,-120.11291,3.0,0.3,2.5,24.35,7.949999999999999,5.449999999999999,0.1389637105184754,0.1499999999999985,0.1500000000000003,0.3499999999999996,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.37898855280984,5.280738749340463,5.6,0.0982498034693772,,1.860531416776645,,,0.6168966796875
2006-09-17,260,2,metric,93624,daily,18.9, ,28.9, ,8.3,Y,4.2, ,4.96, ,0.0, ,38.0, ,66.0, ,22.0, ,22.2, ,265.0, ,0.8, ,153.1, ,1.8, ,285,36.336222,-120.11291,4.1000000000000005,0.3,2.5,28.42,7.82,5.32,0.1389637105184754,0.4799999999999969,0.4800000000000004,1.12,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.926842209428295,4.778874408621647,4.96,0.147967800806648,,3.0962897986960503,,,0.6156777343750001
2006-09-18,261,2,metric,93624,daily,20.7, ,31.8, ,10.8, ,5.7, ,4.94, ,0.0, ,37.0, ,62.0, ,18.0, ,22.3, ,232.0, ,0.9, ,150.6, ,1.7, ,285,36.336222,-120.11291,5.1000000000000005,0.3,2.5,31.02,10.02,7.52,0.1389637105184754,0.7800000000000011,0.7800000000000011,1.8200000000000005,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.982972376851489,4.753948756718081,4.94,0.2290236201334075,,4.817544989515521,,,0.614312890625
2006-09-19,262,2,metric,93624,daily,21.9, ,33.0, ,12.0, ,5.1, ,5.74, ,0.0, ,34.0, ,60.0, ,16.0, ,22.4, ,246.0, ,0.9, ,208.8, ,2.4, ,285,36.336222,-120.11291,6.9,0.3,2.5,31.68,10.68,8.18,0.1389637105184754,1.3200000000000005,1.3200000000000005,3.08,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.1310678637250735,5.604008876879202,5.74,0.5270589868458719,,9.405034831768225,,,0.6128021484375
2006-09-20,263,2,metric,93624,daily,19.8, ,27.9, ,11.9, ,3.4, ,6.8, ,0.0, ,34.0, ,58.0, ,19.0, ,22.2, ,260.0, ,0.8, ,383.0,R,4.4,R,285,36.336222,-120.11291,8.5,0.3,2.5,26.1,10.1,7.6,0.1389637105184754,1.7999999999999972,1.8000000000000007,4.199999999999999,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.99862373291144,5.723877720212828,6.8,1.2747460126986123,,22.270671649694407,,,0.6111455078125
2006-09-21,264,2,metric,93624,daily,21.3, ,30.1, ,10.8, ,5.5, ,5.48, ,0.0, ,36.0, ,63.0, ,21.0, ,21.8, ,250.0, ,0.9, ,205.3, ,2.4, ,285,36.336222,-120.11291,5.300000000000001,0.3,2.5,29.26,9.96,7.460000000000001,0.1389637105184754,0.8399999999999999,0.8399999999999999,1.9600000000000009,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.536024825320061,5.183083280908259,5.48,0.3529415444118013,,6.809490129395601,,0.648,0.60934296875
2006-09-22,265,2,metric,93624,daily,19.7, ,25.8, ,12.5, ,3.3, ,6.63, ,0.0, ,34.0, ,58.0, ,23.0, ,21.8, ,252.0, ,0.8, ,380.9,R,4.4,R,285,36.336222,-120.11291,9.2,0.3,2.5,23.79,10.49,7.989999999999999,0.1389637105184754,2.0100000000000016,2.01,4.69,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.474277039486217,5.019714032736411,6.63,1.4545630067498054,,28.977009392642135,,0.6606,0.6073945312500001
2006-09-23,266,2,metric,93624,daily,19.5, ,30.4, ,8.6, ,3.9, ,4.88, ,0.0, ,36.0, ,69.0, ,18.0, ,21.4, ,246.0, ,0.8, ,159.0, ,1.8, ,285,36.336222,-120.11291,4.699999999999999,0.3,2.5,29.74,7.939999999999999,5.44,0.1389637105184754,0.6600000000000001,0.660000000000001,1.5399999999999996,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.942677824301813,4.748032289749331,4.88,0.1946455345524826,,4.099498964501747,,,0.60603203125
2006-09-24,267,2,metric,93624,daily,21.2, ,33.0, ,10.0, ,3.9, ,5.11, ,0.0, ,32.0, ,70.0, ,12.0, ,21.5, ,248.0, ,0.8, ,170.6, ,2.0, ,285,36.336222,-120.11291,6.1,0.3,2.5,31.92,8.92,6.42,0.1389637105184754,1.0799999999999983,1.08,2.52,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.595597365781584,5.26070353014088,5.11,0.3348938356407043,,6.365951506712952,,,0.60452734375
2006-09-25,268,2,metric,93624,daily,22.3, ,32.2, ,12.2, ,4.8, ,5.72, ,0.0, ,32.0, ,53.0, ,17.0, ,21.6, ,251.0,R,0.9, ,226.9, ,2.6, ,285,36.336222,-120.11291,7.399999999999999,0.3,2.5,30.730000000000004,10.73,8.229999999999999,0.1389637105184754,1.4699999999999989,1.4699999999999989,3.429999999999999,0.6660000000000001,0.6659999999999999,1.5539999999999998,6.1529850329727696,5.5283279297781895,5.72,0.62465710319458,,11.299204951824237,,,0.60288046875
2006-09-26,269,2,metric,93624,daily,21.9, ,32.7, ,10.4, ,6.3, ,5.41, ,0.0, ,36.0, ,70.0, ,20.0, ,21.5, ,244.0, ,1.0, ,196.3, ,2.3, ,285,36.336222,-120.11291,4.1000000000000005,0.3,2.5,32.220000000000006,9.92,7.42,0.1389637105184754,0.4799999999999969,0.4800000000000004,1.12,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.704397911595756,5.51953750627434,5.41,0.184860405321416,,3.349200999382207,,,0.60109140625
2006-09-27,270,2,metric,93624,daily,21.3, ,31.3, ,12.4, ,9.0, ,5.0, ,0.0, ,45.0, ,65.0, ,27.0, ,21.5, ,241.0, ,1.1, ,204.9, ,2.4, ,285,36.336222,-120.11291,3.4000000000000004,0.3,2.5,31.03,12.13,9.63,0.1389637105184754,0.2699999999999996,0.2699999999999996,0.6300000000000008,0.6660000000000001,0.6659999999999999,1.5539999999999998,5.359694642253754,5.23958880200593,5.0,0.1201058402478247,,2.292276069485521,,,0.59916015625
2006-09-28,271,2,metric,93624,daily,21.1, ,31.3, ,12.1, ,9.7, ,4.51, ,0.0, ,48.0, ,72.0, ,28.0, ,21.5, ,231.0, ,1.2, ,148.7, ,1.7, ,285,36.336222,-120.11291,2.4000000000000004,0.3,2.5,31.3,12.1,9.7,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.552802772858074,4.552802772858074,4.51,0.0,,0.0,,,0.5970867187500001
2006-09-29,272,2,metric,93624,daily,21.4, ,30.9, ,11.8, ,10.0, ,3.85, ,0.0, ,48.0, ,73.0, ,28.0, ,21.6, ,195.0, ,1.2, ,140.3, ,1.6, ,285,36.336222,-120.11291,1.8000000000000007,0.3,2.5,30.9,11.8,10.0,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,4.099878577975957,4.099878577975957,3.85,0.0,,0.0,,0.5077,0.59487109375
2006-09-30,273,2,metric,93624,daily,18.1, ,23.3,Y,11.8, ,10.7, ,3.19, ,0.0, ,62.0, ,82.0, ,50.0, ,21.6, ,158.0, ,1.3, ,286.0, ,3.3, ,285,36.336222,-120.11291,1.1000000000000014,0.3,2.5,23.3,11.8,10.7,0.1389637105184754,0.0,0.0,0.0,0.6660000000000001,0.6659999999999999,1.5539999999999998,3.4998204040617966,3.4998204040617966,3.19,0.0,0.3052978687669977,0.0,5.4391297773769605,,0.59251328125
2006-10-01,274,2,metric,93624,daily,14.8, ,17.6, ,11.6, ,11.0, ,1.11,R,0.8, ,78.0, ,93.0, ,65.0, ,21.2, ,79.0, ,1.3, ,219.5, ,2.5, ,285,36.336222,-120.11291,0.5999999999999996,0.3,2.5,17.6,11.6,11.0,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,1.746255609322389,1.746255609322389,1.11,0.0,,0.0,,,0.5901677734375
2006-10-02,275,2,metric,93624,daily,16.1, ,22.6, ,10.2, ,11.6, ,3.13, ,0.1, ,75.0, ,93.0, ,55.0, ,21.0, ,198.0, ,1.4, ,163.2, ,1.9, ,285,36.336222,-120.11291,-1.4000000000000004,0.3,2.5,22.6,10.2,11.6,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.891875786440303,2.891875786440303,3.13,0.0,,0.0,,,0.5878345703125
2006-10-03,276,2,metric,93624,daily,17.8, ,24.3, ,11.9, ,10.7, ,3.16, ,0.0, ,63.0, ,86.0, ,48.0, ,21.1, ,172.0, ,1.3, ,211.4, ,2.4, ,285,36.336222,-120.11291,1.200000000000001,0.3,2.5,24.3,11.9,10.7,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.392692713429472,3.392692713429472,3.16,0.0,,0.0,,,0.585513671875
2006-10-04,277,2,metric,93624,daily,16.8, ,23.4, ,10.5, ,8.9, ,3.65, ,0.0, ,59.0, ,79.0, ,42.0, ,21.2, ,208.0, ,1.1, ,193.3, ,2.2, ,285,36.336222,-120.11291,1.5999999999999996,0.3,2.5,23.4,10.5,8.9,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.501071761497217,3.501071761497217,3.65,0.0,,0.0,,,0.583205078125
2006-10-05,278,2,metric,93624,daily,15.4, ,21.2, ,11.8, ,11.4, ,2.85, ,9.2, ,77.0, ,94.0, ,54.0, ,21.0, ,185.0, ,1.3, ,231.6, ,2.7, ,285,36.336222,-120.11291,0.4000000000000003,0.3,2.5,21.2,11.8,11.4,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.922633172127516,2.922633172127516,2.85,0.0,,0.0,,,0.5809087890625
2006-10-06,279,2,metric,93624,daily,15.5, ,23.2, ,8.3, ,9.5, ,3.44, ,0.0, ,68.0, ,93.0, ,39.0, ,20.8, ,216.0, ,1.2, ,165.2, ,1.9, ,285,36.336222,-120.11291,-1.1999999999999993,0.3,2.5,23.2,8.3,9.5,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.155371159875976,3.155371159875976,3.44,0.0,,0.0,,,0.5786248046875
2006-10-07,280,2,metric,93624,daily,15.3, ,22.9, ,9.0, ,9.6, ,3.44, ,0.0, ,69.0, ,91.0, ,45.0, ,20.6, ,210.0, ,1.2, ,190.9, ,2.2, ,285,36.336222,-120.11291,-0.5999999999999996,0.3,2.5,22.9,9.0,9.6,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.2090817603887345,3.2090817603887345,3.44,0.0,,0.0,,,0.5763531249999999
2006-10-08,281,2,metric,93624,daily,17.2, ,26.2, ,9.3, ,9.5, ,3.51, ,0.0, ,60.0, ,88.0, ,34.0, ,20.5, ,203.0, ,1.2, ,148.4, ,1.7, ,285,36.336222,-120.11291,-0.1999999999999993,0.3,2.5,26.2,9.3,9.5,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.40808440827001,3.40808440827001,3.51,0.0,,0.0,,,0.57409375
2006-10-09,282,2,metric,93624,daily,18.7, ,28.7, ,9.1, ,9.0, ,3.86, ,0.0, ,53.0, ,85.0, ,28.0, ,20.6, ,207.0, ,1.1, ,150.9, ,1.7, ,285,36.336222,-120.11291,0.0999999999999996,0.3,2.5,28.7,9.1,9.0,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.7873342200996767,3.7873342200996767,3.86,0.0,,0.0,,,0.5734056640625
2006-10-10,283,2,metric,93624,daily,16.6, ,23.5, ,9.7, ,6.8, ,3.45, ,0.0, ,52.0, ,80.0, ,30.0, ,20.7, ,185.0, ,1.0, ,169.1, ,2.0, ,285,36.336222,-120.11291,2.8999999999999995,0.3,2.5,23.38,9.58,7.079999999999999,0.1389637105184754,0.120000000000001,0.1199999999999992,0.2799999999999993,0.1499999999999999,0.15,0.35,3.357406841175763,3.3084531424272057,3.45,0.0489536987485572,,1.4796551935640556,,,0.5725243582589286
2006-10-11,284,2,metric,93624,daily,16.2, ,25.0, ,8.9, ,7.6, ,3.19, ,0.0, ,57.0, ,83.0, ,32.0, ,20.4, ,179.0, ,1.0, ,169.9, ,2.0, ,285,36.336222,-120.11291,1.3000000000000007,0.3,2.5,25.0,8.9,7.6,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.4036241575404818,3.4036241575404818,3.19,0.0,,0.0,,,0.5714498325892857
2006-10-12,285,2,metric,93624,daily,17.6, ,27.8, ,7.9, ,6.9, ,4.1, ,0.0, ,50.0, ,80.0, ,27.0, ,20.2, ,201.0, ,1.0, ,198.8, ,2.3, ,285,36.336222,-120.11291,1.0,0.3,2.5,27.8,7.9,6.9,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,4.181414930653748,4.181414930653748,4.1,0.0,,0.0,,,0.5701820870535714
2006-10-13,286,2,metric,93624,daily,16.7, ,23.0, ,11.8, ,10.3, ,2.22, ,0.0, ,66.0, ,84.0, ,48.0, ,20.1, ,110.0, ,1.3, ,223.0, ,2.6, ,285,36.336222,-120.11291,1.5,0.3,2.5,23.0,11.8,10.3,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.8529184101459326,2.8529184101459326,2.22,0.0,,0.0,,,0.5687211216517858
2006-10-14,287,2,metric,93624,daily,16.2, ,23.6, ,10.9, ,10.1, ,2.93, ,0.0, ,67.0, ,86.0, ,46.0, ,20.1, ,190.0, ,1.2, ,172.5, ,2.0, ,285,36.336222,-120.11291,0.8000000000000007,0.3,2.5,23.6,10.9,10.1,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.073806691402861,3.073806691402861,2.93,0.0,,0.0,,,0.5670669363839286
2006-10-15,288,2,metric,93624,daily,15.5, ,23.8, ,9.3, ,9.3, ,2.93, ,0.0, ,67.0, ,87.0, ,44.0, ,20.1, ,189.0, ,1.2, ,185.5, ,2.1, ,285,36.336222,-120.11291,0.0,0.3,2.5,23.8,9.3,9.3,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.120710856346672,3.120710856346672,2.93,0.0,,0.0,,0.5351,0.56521953125
2006-10-16,289,2,metric,93624,daily,15.8, ,22.1, ,7.8, ,9.7, ,2.87, ,0.0, ,67.0, ,89.0, ,56.0, ,20.0, ,155.0, ,1.2, ,251.3, ,2.9, ,285,36.336222,-120.11291,-1.9,0.3,2.5,22.1,7.8,9.7,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.793305957765688,2.793305957765688,2.87,0.0,,0.0,,0.5317,0.5631789062500001
2006-10-17,290,2,metric,93624,daily,14.6, ,22.0, ,7.1, ,5.2, ,4.03, ,0.0, ,53.0, ,80.0, ,30.0, ,19.8, ,198.0, ,0.9, ,294.6, ,3.4, ,285,36.336222,-120.11291,1.9,0.3,2.5,22.0,7.1,5.2,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.814686888101378,3.814686888101378,4.03,0.0,,0.0,,,0.5611466796875
2006-10-18,291,2,metric,93624,daily,13.9, ,23.8, ,5.2, ,3.3, ,3.32, ,0.0, ,49.0, ,74.0, ,27.0, ,19.3, ,197.0, ,0.8, ,172.6, ,2.0, ,285,36.336222,-120.11291,1.9000000000000004,0.3,2.5,23.8,5.2,3.3,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.421584578751445,3.421584578751445,3.32,0.0,,0.0,,,0.5591228515625001
2006-10-19,292,2,metric,93624,daily,14.5, ,25.5, ,4.5, ,3.0, ,3.09, ,0.0, ,46.0, ,77.0, ,22.0, ,19.1, ,192.0, ,0.8, ,115.0, ,1.3, ,285,36.336222,-120.11291,1.5,0.3,2.5,25.5,4.5,3.0,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.003190755590673,3.003190755590673,3.09,0.0,,0.0,,,0.557107421875
2006-10-20,293,2,metric,93624,daily,15.6, ,26.8, ,6.2, ,4.2, ,3.31, ,0.0, ,46.0, ,74.0, ,25.0, ,19.1, ,190.0, ,0.8, ,136.9, ,1.6, ,285,36.336222,-120.11291,2.0,0.3,2.5,26.8,6.2,4.2,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.38796646627188,3.38796646627188,3.31,0.0,,0.0,,,0.5551003906249999
2006-10-21,294,2,metric,93624,daily,17.8, ,30.1, ,6.5, ,5.0, ,3.29, ,0.0, ,43.0, ,75.0, ,22.0, ,19.1, ,185.0, ,0.9, ,115.3, ,1.3, ,285,36.336222,-120.11291,1.5,0.3,2.5,30.1,6.5,5.0,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.3744500520856926,3.3744500520856926,3.29,0.0,,0.0,,,0.5531017578124999
2006-10-22,295,2,metric,93624,daily,18.7, ,30.7, ,8.8, ,4.5, ,3.23, ,0.0, ,39.0, ,75.0, ,15.0, ,19.3, ,185.0, ,0.8, ,102.1, ,1.2, ,285,36.336222,-120.11291,4.300000000000001,0.3,2.5,30.16,8.26,5.760000000000001,0.1389637105184754,0.5399999999999991,0.5400000000000009,1.260000000000001,0.1499999999999999,0.15,0.35,3.318989379717072,3.2289329754625435,3.23,0.0900564042545286,,2.7890453267035653,,,0.5511115234375
2006-10-23,296,2,metric,93624,daily,16.9, ,28.0, ,8.9, ,5.8, ,2.82, ,0.0, ,48.0, ,69.0, ,25.0, ,19.3, ,165.0, ,0.9, ,101.9, ,1.2, ,285,36.336222,-120.11291,3.1000000000000005,0.3,2.5,27.82,8.72,6.220000000000001,0.1389637105184754,0.1799999999999997,0.1799999999999997,0.4200000000000008,0.1499999999999999,0.15,0.35,2.9313796739077835,2.895115017287663,2.82,0.0362646566201205,,1.252615402274948,,,0.5491296875
2006-10-24,297,2,metric,93624,daily,18.3, ,28.9, ,7.9, ,5.4, ,3.26, ,0.0, ,42.0, ,75.0, ,24.0, ,19.2, ,176.0, ,0.9, ,119.1, ,1.4, ,285,36.336222,-120.11291,2.5,0.3,2.5,28.9,7.9,5.4,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,3.2655633525274284,3.2655633525274284,3.26,0.0,,0.0,,0.5653,0.54715625
2006-10-25,298,2,metric,93624,daily,15.9, ,22.0, ,7.0, ,-1.8, ,6.19, ,0.0, ,30.0, ,53.0, ,18.0, ,19.0, ,185.0, ,0.5, ,490.7,R,5.7,R,285,36.336222,-120.11291,8.8,0.3,2.5,20.11,5.109999999999999,2.6100000000000003,0.1389637105184754,1.8900000000000008,1.8900000000000008,4.41,0.1499999999999999,0.15,0.35,5.726047925529204,4.341371012877698,6.19,1.3846769126515062,,31.89492233085296,,,0.54425
2006-10-26,299,2,metric,93624,daily,12.8, ,24.6, ,2.5,Y,-2.5, ,2.98, ,0.0, ,35.0, ,65.0, ,17.0, ,18.2, ,183.0, ,0.5, ,116.7, ,1.4, ,285,36.336222,-120.11291,5.0,0.3,2.5,23.85,1.75,-0.75,0.1389637105184754,0.75,0.75,1.75,0.1499999999999999,0.15,0.35,3.0195693851984724,2.8735429580437186,2.98,0.1460264271547537,,5.081755494414719,,,0.5417723214285715
2006-10-27,300,2,metric,93624,daily,13.2, ,26.1, ,3.4, ,-0.4, ,3.04, ,0.0, ,39.0, ,71.0, ,17.0, ,18.0, ,181.0, ,0.6, ,121.7, ,1.4, ,285,36.336222,-120.11291,3.8,0.3,2.5,25.71,3.01,0.5099999999999998,0.1389637105184754,0.3900000000000005,0.3900000000000001,0.9099999999999998,0.1499999999999999,0.15,0.35,3.0908675108265213,3.0133611131360505,3.04,0.0775063976904708,,2.572091255594944,,,0.5397232142857142
2006-10-28,301,2,metric,93624,daily,13.8, ,27.1, ,3.6, ,0.6, ,2.85, ,0.0, ,40.0, ,73.0, ,16.0, ,17.8, ,176.0, ,0.6, ,101.9, ,1.2, ,285,36.336222,-120.11291,3.0,0.3,2.5,26.950000000000003,3.45,0.95,0.1389637105184754,0.1499999999999985,0.1499999999999999,0.35,0.1499999999999999,0.15,0.35,2.8919594882029664,2.86714662963042,2.85,0.0248128585725462,,0.86541993758249,,,0.5381026785714286
2006-10-29,302,2,metric,93624,daily,13.7, ,25.2, ,5.0, ,0.4, ,3.0, ,0.0, ,40.0, ,70.0, ,18.0, ,17.8, ,164.0, ,0.6, ,142.0, ,1.6, ,285,36.336222,-120.11291,4.6,0.3,2.5,24.57,4.37,1.87,0.1389637105184754,0.629999999999999,0.6299999999999999,1.4699999999999998,0.1499999999999999,0.15,0.35,3.1193334538227626,2.962729983628154,3.0,0.1566034701946086,,5.28578274294278,,,0.5369107142857142
2006-10-30,303,2,metric,93624,daily,11.9, ,21.2, ,3.5, ,3.6, ,2.67, ,0.0, ,57.0, ,73.0, ,36.0, ,17.6, ,169.0, ,0.8, ,178.4, ,2.1, ,285,36.336222,-120.11291,-0.1,0.3,2.5,21.2,3.5,3.6,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.7438685521800883,2.7438685521800883,2.67,0.0,,0.0,,,0.5361473214285714
2006-10-31,304,2,metric,93624,daily,11.1, ,19.3, ,4.6, ,4.8, ,2.36, ,0.0, ,65.0, ,84.0, ,45.0, ,17.6, ,169.0, ,0.9, ,184.6, ,2.1, ,285,36.336222,-120.11291,-0.2000000000000001,0.3,2.5,19.3,4.6,4.8,0.1389637105184754,0.0,0.0,0.0,0.1499999999999999,0.15,0.35,2.39999751176614,2.39999751176614,2.36,0.0,0.063383897609261,0.0,1.6522996027074344,0.5075,0.5358125
